t,x,y,z
1.440000000000000134e-02,2.281081119631185317e+00,9.350095854661459871e-01,1.440000000000006963e+01
1.445000000000000104e-02,2.328700485401347109e+00,9.197650453403326543e-01,1.445000000000007034e+01
1.450000000000000074e-02,2.375498613231718181e+00,9.021600678745059776e-01,1.450000000000007105e+01
1.455000000000000043e-02,2.421358580879124034e+00,8.822386380217348556e-01,1.455000000000007176e+01
1.460000000000000013e-02,2.466165810035888750e+00,8.600505282488595249e-01,1.460000000000007248e+01
1.465000000000000156e-02,2.509808352596686554e+00,8.356511741830451312e-01,1.465000000000007319e+01
1.470000000000000126e-02,2.552177170353994828e+00,8.091015361092780411e-01,1.470000000000007390e+01
1.475000000000000096e-02,2.593166407423348030e+00,7.804679466648444253e-01,1.475000000000007461e+01
1.480000000000000066e-02,2.632673654717752054e+00,7.498219451113169454e-01,1.480000000000007532e+01
1.485000000000000035e-02,2.670600205810487626e+00,7.172400985981108867e-01,1.485000000000007603e+01
1.490000000000000005e-02,2.706851303547044729e+00,6.828038108641725223e-01,1.490000000000007674e+01
1.495000000000000148e-02,2.741336376790042717e+00,6.465991188557452807e-01,1.495000000000007745e+01
1.500000000000000118e-02,2.773969266705645254e+00,6.087164777683530259e-01,1.500000000000007816e+01
1.505000000000000088e-02,2.804668442026105435e+00,5.692505350500592920e-01,1.505000000000007887e+01
1.510000000000000057e-02,2.833357202750622861e+00,5.282998939306410291e-01,1.510000000000007958e+01
1.515000000000000027e-02,2.859963871775576205e+00,4.859668670674860413e-01,1.515000000000008029e+01
1.519999999999999997e-02,2.884421973975356046e+00,4.423572209237127129e-01,1.520000000000008100e+01
1.525000000000000140e-02,2.906670402286378074e+00,3.975799115171693154e-01,1.525000000000008171e+01
1.530000000000000110e-02,2.926653570379320612e+00,3.517468122005268372e-01,1.530000000000008242e+01
1.535000000000000080e-02,2.944321551538148451e+00,3.049724341525901217e-01,1.535000000000008313e+01
1.540000000000000049e-02,2.959630203398942339e+00,2.573736402791628186e-01,1.540000000000008384e+01
1.545000000000000019e-02,2.972541278236878082e+00,2.090693532382673081e-01,1.545000000000008455e+01
1.549999999999999989e-02,2.983022518525814792e+00,1.601802583191999640e-01,1.550000000000008527e+01
1.555000000000000132e-02,2.991047737531738804e+00,1.108285019177611130e-01,1.555000000000008598e+01
1.560000000000000102e-02,2.996596884738707889e+00,6.113738636099993323e-02,1.560000000000008669e+01
1.565000000000000072e-02,2.999656095943831424e+00,1.123106184393644208e-02,1.565000000000008740e+01
1.570000000000000215e-02,3.000217727896128395e+00,-3.876578375206255617e-02,1.570000000000008811e+01
1.575000000000000011e-02,2.998280377392719576e+00,-8.872823638428375959e-02,1.575000000000008882e+01
1.580000000000000154e-02,2.993848884784644504e+00,-1.385314679387178727e-01,1.580000000000008953e+01
1.584999999999999951e-02,2.986934321883540910e+00,-1.880510481054225302e-01,1.585000000000009024e+01
1.590000000000000094e-02,2.977553964299405553e+00,-2.371632552599962085e-01,1.590000000000009095e+01
1.595000000000000237e-02,2.965731248278544729e+00,-2.857453855744449545e-01,1.595000000000009166e+01
1.600000000000000033e-02,2.951495712149554862e+00,-3.336760595851474553e-01,1.600000000000009237e+01
1.605000000000000177e-02,2.934882922523626814e+00,-3.808355254519770194e-01,1.605000000000009308e+01
1.609999999999999973e-02,2.915934385433554876e+00,-4.271059581509065728e-01,1.610000000000009379e+01
1.615000000000000116e-02,2.894697442633467510e+00,-4.723717538525821213e-01,1.615000000000009450e+01
1.619999999999999912e-02,2.871225153318368584e+00,-5.165198187513779793e-01,1.620000000000009521e+01
1.625000000000000056e-02,2.845576161559001171e+00,-5.594398516233122232e-01,1.625000000000009592e+01
1.630000000000000199e-02,2.817814549783246747e+00,-6.010246194068684655e-01,1.630000000000009663e+01
1.634999999999999995e-02,2.788009678670119840e+00,-6.411702251182026524e-01,1.635000000000009734e+01
1.640000000000000138e-02,2.756236013856380840e+00,-6.797763674313651583e-01,1.640000000000009805e+01
1.644999999999999934e-02,2.722572939888721955e+00,-7.167465912749927393e-01,1.645000000000009877e+01
1.650000000000000078e-02,2.687104561886362930e+00,-7.519885288193698392e-01,1.650000000000009948e+01
1.655000000000000221e-02,2.649919495409584602e+00,-7.854141302517685386e-01,1.655000000000010019e+01
1.660000000000000017e-02,2.611110645059203428e+00,-8.169398837634882504e-01,1.660000000000010090e+01
1.665000000000000160e-02,2.570774972360141852e+00,-8.464870241989719268e-01,1.665000000000010161e+01
1.669999999999999957e-02,2.529013253509024839e+00,-8.739817298457011052e-01,1.670000000000010232e+01
1.675000000000000100e-02,2.485929827591052188e+00,-8.993553068732030864e-01,1.675000000000010303e+01
1.680000000000000243e-02,2.441632335895213224e+00,-9.225443609603597439e-01,1.680000000000010374e+01
1.685000000000000039e-02,2.396231452979148635e+00,-9.434909556822188570e-01,1.685000000000010445e+01
1.690000000000000183e-02,2.349840610155578435e+00,-9.621427572605870671e-01,1.690000000000010516e+01
1.694999999999999979e-02,2.302575712091144755e+00,-9.784531653167551912e-01,1.695000000000010587e+01
1.700000000000000122e-02,2.254554847225734182e+00,-9.923814292996772091e-01,1.700000000000010658e+01
1.704999999999999918e-02,2.205897992735774249e+00,-1.003892750298714942e+00,1.705000000000010729e+01
1.710000000000000062e-02,2.156726714778641973e+00,-1.012958367986575459e+00,1.710000000000010800e+01
1.715000000000000205e-02,2.107163864767096939e+00,-1.019555632475219076e+00,1.715000000000010871e+01
1.720000000000000001e-02,2.057333272432586124e+00,-1.023668060905211119e+00,1.720000000000010942e+01
1.725000000000000144e-02,2.007359436444277723e+00,-1.025285378627132760e+00,1.725000000000011013e+01
1.729999999999999941e-02,1.957367213356795421e+00,-1.024403544872159566e+00,1.730000000000011084e+01
1.735000000000000084e-02,1.907481505663799703e+00,-1.021024762847674516e+00,1.735000000000011156e+01
1.740000000000000227e-02,1.857826949736790745e+00,-1.015157474232689205e+00,1.740000000000011227e+01
1.745000000000000023e-02,1.808527604428802782e+00,-1.006816338086829132e+00,1.745000000000011298e+01
1.750000000000000167e-02,1.759706641120992732e+00,-9.960221942255740313e-01,1.750000000000011369e+01
1.754999999999999963e-02,1.711486035986521825e+00,-9.828020111532619341e-01,1.755000000000011440e+01
1.760000000000000106e-02,1.663986265240591900e+00,-9.671888186839397994e-01,1.760000000000011511e+01
1.765000000000000249e-02,1.617326004138033291e+00,-9.492216254184054902e-01,1.765000000000011582e+01
1.770000000000000046e-02,1.571621830470482761e+00,-9.289453212836183971e-01,1.770000000000011653e+01
1.775000000000000189e-02,1.526987933303942890e+00,-9.064105653779790384e-01,1.775000000000011724e+01
1.779999999999999985e-02,1.483535827684426156e+00,-8.816736594026882701e-01,1.780000000000011795e+01
1.785000000000000128e-02,1.441374076024473760e+00,-8.547964069954108179e-01,1.785000000000011866e+01
1.789999999999999925e-02,1.400608016866646377e+00,-8.258459593176888935e-01,1.790000000000011937e+01
1.795000000000000068e-02,1.361339501701656740e+00,-7.948946472818965159e-01,1.795000000000012008e+01
1.800000000000000211e-02,1.323666640498686764e+00,-7.620198008369051257e-01,1.800000000000012079e+01
1.805000000000000007e-02,1.287683556583665068e+00,-7.273035557639639936e-01,1.805000000000012150e+01
1.810000000000000150e-02,1.253480151477928350e+00,-6.908326484655038513e-01,1.810000000000012221e+01
1.814999999999999947e-02,1.221141880284801529e+00,-6.526981992595721760e-01,1.815000000000012292e+01
1.820000000000000090e-02,1.190749538185279066e+00,-6.129954847213242575e-01,1.820000000000012363e+01
1.825000000000000233e-02,1.162379058576237023e+00,-5.718236996403621708e-01,1.825000000000012434e+01
1.830000000000000029e-02,1.136101323355511505e+00,-5.292857091886559173e-01,1.830000000000012506e+01
1.835000000000000173e-02,1.111981985827839026e+00,-4.854877919182397084e-01,1.835000000000012577e+01
1.839999999999999969e-02,1.090081306674113293e+00,-4.405393742307885385e-01,1.840000000000012648e+01
1.845000000000000112e-02,1.070454003393781495e+00,-3.945527569824859304e-01,1.845000000000012719e+01
1.850000000000000255e-02,1.053149113596538289e+00,-3.476428349072439583e-01,1.850000000000012790e+01
1.855000000000000052e-02,1.038209872484875174e+00,-2.999268095592793060e-01,1.855000000000012861e+01
1.860000000000000195e-02,1.025673604833587271e+00,-2.515238964922408837e-01,1.860000000000012932e+01
1.864999999999999991e-02,1.015571631736119196e+00,-2.025550274064835676e-01,1.865000000000013003e+01
1.870000000000000134e-02,1.007929192350740744e+00,-1.531425480086550939e-01,1.870000000000013074e+01
1.874999999999999931e-02,1.002765380842062459e+00,-1.034099123384752128e-01,1.875000000000013145e+01
1.880000000000000074e-02,1.000093098675440162e+00,-5.348137432641281858e-02,1.880000000000013216e+01
1.885000000000000217e-02,9.999190223834577562e-01,-3.481677352885313714e-03,1.885000000000013287e+01
1.890000000000000013e-02,1.002243586885020799e+00,4.646425741540267940e-02,1.890000000000013358e+01
1.895000000000000157e-02,1.007060984398738590e+00,9.623164313330864750e-02,1.895000000000013429e+01
1.899999999999999953e-02,1.014359178953309071e+00,1.456961390495074282e-01,1.900000000000013500e+01
1.905000000000000096e-02,1.024119936458651958e+00,1.947341611642083581e-01,1.905000000000013571e+01
1.910000000000000239e-02,1.036318870262661562e+00,2.432231909961754812e-01,1.910000000000013642e+01
1.915000000000000036e-02,1.050925502079756324e+00,2.910420816876150285e-01,1.915000000000013713e+01
1.920000000000000179e-02,1.067903338139000402e+00,3.380713606821460493e-01,1.920000000000013785e+01
1.924999999999999975e-02,1.087209960361544825e+00,3.841935282196323742e-01,1.925000000000013856e+01
1.930000000000000118e-02,1.108797132339588210e+00,4.292933509021040206e-01,1.930000000000013927e+01
1.935000000000000261e-02,1.132610919852073739e+00,4.732581495973124386e-01,1.935000000000013998e+01
1.940000000000000058e-02,1.158591825616021698e+00,5.159780809606100416e-01,1.940000000000014069e+01
1.945000000000000201e-02,1.186674937936831764e+00,5.573464118717886828e-01,1.945000000000014140e+01
1.949999999999999997e-02,1.216790092886156804e+00,5.972597861012138853e-01,1.950000000000014211e+01
1.955000000000000140e-02,1.248862049602162294e+00,6.356184825390058801e-01,1.955000000000014282e+01
1.959999999999999937e-02,1.282810678274189931e+00,6.723266643420970912e-01,1.960000000000014353e+01
1.965000000000000080e-02,1.318551160342159578e+00,7.072926183766883312e-01,1.965000000000014424e+01
1.970000000000000223e-02,1.355994200410523653e+00,7.404289843578711894e-01,1.970000000000014495e+01
1.975000000000000019e-02,1.395046249347318579e+00,7.716529731139251114e-01,1.975000000000014566e+01
1.980000000000000163e-02,1.435609738010915848e+00,8.008865734299692729e-01,1.980000000000014637e+01
1.984999999999999959e-02,1.477583321020519591e+00,8.280567469541834091e-01,1.985000000000014708e+01
1.990000000000000102e-02,1.520862129961365161e+00,8.530956106796362404e-01,1.990000000000014779e+01
1.995000000000000245e-02,1.565338035392001004e+00,8.759406065458020807e-01,1.995000000000014850e+01
2.000000000000000042e-02,1.610899916999046777e+00,8.965346577360258085e-01,2.000000000000014921e+01
2.005000000000000185e-02,1.657433941224458307e+00,9.148263112804381203e-01,2.005000000000014992e+01
2.009999999999999981e-02,1.704823845671670224e+00,9.307698666080348460e-01,2.010000000000015064e+01
2.015000000000000124e-02,1.752951229580039572e+00,9.443254897267421288e-01,2.015000000000015135e+01
2.020000000000000268e-02,1.801695849641862912e+00,9.554593127461945556e-01,2.020000000000015206e+01
2.025000000000000064e-02,1.850935920422882131e+00,9.641435184945759129e-01,2.025000000000015277e+01
2.030000000000000207e-02,1.900548418635699344e+00,9.703564100181113483e-01,2.030000000000015348e+01
2.035000000000000003e-02,1.950409390505891460e+00,9.740824647895715005e-01,2.035000000000015419e+01
2.040000000000000147e-02,2.000394261462889567e+00,9.753123734903519360e-01,2.040000000000015490e+01
2.044999999999999943e-02,2.050378147381879401e+00,9.740430632692327340e-01,2.045000000000015561e+01
2.050000000000000086e-02,2.100236166599102727e+00,9.702777054197081474e-01,2.050000000000015632e+01
2.055000000000000229e-02,2.149843751921013180e+00,9.640257074567052387e-01,2.055000000000015703e+01
2.060000000000000026e-02,2.199076961847743039e+00,9.553026896124863221e-01,2.060000000000015774e+01
2.065000000000000169e-02,2.247812790233316704e+00,9.441304458104597952e-01,2.065000000000015845e+01
2.069999999999999965e-02,2.295929473608938398e+00,9.305368892144033621e-01,2.070000000000015916e+01
2.075000000000000108e-02,2.343306795401526976e+00,9.145559824891417167e-01,2.075000000000015987e+01
2.080000000000000251e-02,2.389826386287428495e+00,8.962276529469178632e-01,2.080000000000016058e+01
2.085000000000000048e-02,2.435372019930888143e+00,8.755976927914599361e-01,2.085000000000016129e+01
2.090000000000000191e-02,2.479829903368399258e+00,8.527176447089778177e-01,2.090000000000016200e+01
2.094999999999999987e-02,2.523088961313422196e+00,8.276446730919323480e-01,2.095000000000016271e+01
2.100000000000000130e-02,2.565041113671153283e+00,8.004414212173179832e-01,2.100000000000016342e+01
2.105000000000000274e-02,2.605581545569993551e+00,7.711758547362893568e-01,2.105000000000016414e+01
2.110000000000000070e-02,2.644608969235054730e+00,7.399210918661631720e-01,2.110000000000016485e+01
2.115000000000000213e-02,2.682025877049435181e+00,7.067552207090509464e-01,2.115000000000016556e+01
2.120000000000000009e-02,2.717738785170999982e+00,6.717611041535400673e-01,2.120000000000016627e+01
2.125000000000000153e-02,2.751658467096010252e+00,6.350261728468648004e-01,2.125000000000016698e+01
2.129999999999999949e-02,2.783700176586052066e+00,5.966422067548132757e-01,2.130000000000016769e+01
2.135000000000000092e-02,2.813783859401300713e+00,5.567051058551294451e-01,2.135000000000016840e+01
2.140000000000000235e-02,2.841834353311111894e+00,5.153146505373191744e-01,2.140000000000016911e+01
2.145000000000000032e-02,2.867781575882232037e+00,4.725742523074856205e-01,2.145000000000016982e+01
2.150000000000000175e-02,2.891560699575445259e+00,4.285906954210437214e-01,2.150000000000017053e+01
2.154999999999999971e-02,2.913112313713192236e+00,3.834738700888278284e-01,2.155000000000017124e+01
2.160000000000000114e-02,2.932382572913491803e+00,3.373364979231607830e-01,2.160000000000017195e+01
2.165000000000000258e-02,2.949323331619317035e+00,2.902938503098405620e-01,2.165000000000017266e+01
2.170000000000000054e-02,2.963892264387304909e+00,2.424634604096750357e-01,2.170000000000017337e+01
2.175000000000000197e-02,2.976052971635274602e+00,1.939648295091105923e-01,2.175000000000017408e+01
2.179999999999999993e-02,2.985775070584342661e+00,1.449191284536202051e-01,2.180000000000017479e+01
2.185000000000000137e-02,2.993034271168428351e+00,9.544889490980096314e-02,2.185000000000017550e+01
2.189999999999999933e-02,2.997812436721487117e+00,4.567772721255310836e-02,2.190000000000017621e+01
2.195000000000000076e-02,3.000097629290856993e+00,-4.270024437755468028e-03,2.195000000000017693e+01
2.200000000000000219e-02,2.999884139463497856e+00,-5.426956865661430873e-02,2.200000000000017764e+01
2.205000000000000016e-02,2.997172500630608472e+00,-1.041959846589669281e-01,2.205000000000017835e+01
2.210000000000000159e-02,2.991969487654981830e+00,-1.539245343661066467e-01,2.210000000000017906e+01
2.214999999999999955e-02,2.984288099944426786e+00,-2.033309740560918233e-01,2.215000000000017977e+01
2.220000000000000098e-02,2.974147528973548393e+00,-2.522918647790411972e-01,2.220000000000018048e+01
2.225000000000000241e-02,2.961573110335028680e+00,-3.006848807617555908e-01,2.225000000000018119e+01
2.230000000000000038e-02,2.946596260440206283e+00,-3.483891150311364537e-01,2.230000000000018190e+01
2.235000000000000181e-02,2.929254398027107520e+00,-3.952853814928192766e-01,2.235000000000018261e+01
2.239999999999999977e-02,2.909590850672029827e+00,-4.412565127102976437e-01,2.240000000000018332e+01
2.245000000000000120e-02,2.887654746538258710e+00,-4.861876526405548016e-01,2.245000000000018403e+01
2.250000000000000264e-02,2.863500891632374312e+00,-5.299665435948205383e-01,2.250000000000018474e+01
2.255000000000000060e-02,2.837189632874816514e+00,-5.724838067075002090e-01,2.255000000000018545e+01
2.260000000000000203e-02,2.808786707326815346e+00,-6.136332152125409944e-01,2.260000000000018616e+01
2.264999999999999999e-02,2.778363077950390281e+00,-6.533119598444711018e-01,2.265000000000018687e+01
2.270000000000000143e-02,2.745994756311752827e+00,-6.914209057010246573e-01,2.270000000000018758e+01
2.274999999999999939e-02,2.711762612671087425e+00,-7.278648399255955859e-01,2.275000000000018829e+01
2.280000000000000082e-02,2.675752173933179989e+00,-7.625527095907022046e-01,2.280000000000018900e+01
2.285000000000000225e-02,2.638053409963709406e+00,-7.953978491881243951e-01,2.285000000000018971e+01
2.290000000000000022e-02,2.598760508805072700e+00,-8.263181971573438922e-01,2.290000000000019043e+01
2.295000000000000165e-02,2.557971641353356418e+00,-8.552365009113045424e-01,2.295000000000019114e+01
2.299999999999999961e-02,2.515788716084392806e+00,-8.820805098472481731e-01,2.300000000000019185e+01
2.305000000000000104e-02,2.472317124441701708e+00,-9.067831558604004805e-01,2.305000000000019256e+01
2.310000000000000248e-02,2.427665477522454207e+00,-9.292827209095042562e-01,2.310000000000019327e+01
2.315000000000000044e-02,2.381945334719327789e+00,-9.495229912155487284e-01,2.315000000000019398e+01
2.320000000000000187e-02,2.335270924996228015e+00,-9.674533977084375236e-01,2.320000000000019469e+01
2.324999999999999983e-02,2.287758861494249452e+00,-9.830291423706993825e-01,2.325000000000019540e+01
2.330000000000000127e-02,2.239527850180917490e+00,-9.962113101625784672e-01,2.330000000000019611e+01
2.335000000000000270e-02,2.190698393270631428e+00,-1.006966966248867168e+00,2.335000000000019682e+01
2.340000000000000066e-02,2.141392488157295659e+00,-1.015269238284565390e+00,2.340000000000019753e+01
2.345000000000000209e-02,2.091733322611336821e+00,-1.021097383553781102e+00,2.345000000000019824e+01
2.350000000000000006e-02,2.041844967002639066e+00,-1.024436840794130443e+00,2.350000000000019895e+01
2.355000000000000149e-02,1.991852064318357041e+00,-1.025279266577155290e+00,2.355000000000019966e+01
2.359999999999999945e-02,1.941879518750081468e+00,-1.023622556153866103e+00,2.360000000000020037e+01
2.365000000000000088e-02,1.892052183628401663e+00,-1.019470848713328159e+00,2.365000000000020108e+01
2.370000000000000231e-02,1.842494549484539723e+00,-1.012834517041151683e+00,2.370000000000020179e+01
2.375000000000000028e-02,1.793330433018417880e+00,-1.003730141603725645e+00,2.375000000000020250e+01
2.380000000000000171e-02,1.744682667750251159e+00,-9.921804691229423323e-01,2.380000000000020322e+01
2.384999999999999967e-02,1.696672797128554899e+00,-9.782143557449124449e-01,2.385000000000020393e+01
2.390000000000000110e-02,1.649420770861315555e+00,-9.618666949446591508e-01,2.390000000000020464e+01
2.395000000000000254e-02,1.603044645229026122e+00,-9.431783303469176705e-01,2.395000000000020535e+01
2.400000000000000050e-02,1.557660288128331905e+00,-9.221959536808516100e-01,2.400000000000020606e+01
2.405000000000000193e-02,1.513381089583219596e+00,-8.989719881236403198e-01,2.405000000000020677e+01
2.409999999999999989e-02,1.470317678447018661e+00,-8.735644573243962485e-01,2.410000000000020748e+01
2.415000000000000133e-02,1.428577646003017509e+00,-8.460368404356470862e-01,2.415000000000020819e+01
2.420000000000000276e-02,1.388265277154261845e+00,-8.164579135145790811e-01,2.420000000000020890e+01
2.425000000000000072e-02,1.349481289874140177e+00,-7.849015776902891206e-01,2.425000000000020961e+01
2.430000000000000215e-02,1.312322583568723999e+00,-7.514466745263607139e-01,2.430000000000021032e+01
2.435000000000000012e-02,1.276881996979563283e+00,-7.161767890400678738e-01,2.435000000000021103e+01
2.440000000000000155e-02,1.243248076231802779e+00,-6.791800408703519976e-01,2.440000000000021174e+01
2.444999999999999951e-02,1.211504853607135779e+00,-6.405488641163253893e-01,2.445000000000021245e+01
2.450000000000000094e-02,1.181731637594318540e+00,-6.003797763963617529e-01,2.450000000000021316e+01
2.455000000000000238e-02,1.154002814741790450e+00,-5.587731377047644443e-01,2.455000000000021387e+01
2.460000000000000034e-02,1.128387663807459029e+00,-5.158328996684956591e-01,2.460000000000021458e+01
2.465000000000000177e-02,1.104950182669985903e+00,-4.716663458304317658e-01,2.465000000000021529e+01
2.469999999999999973e-02,1.083748928434024261e+00,-4.263838236080320088e-01,2.470000000000021600e+01
2.475000000000000117e-02,1.064836871128895801e+00,-3.800984685971049992e-01,2.475000000000021672e+01
2.480000000000000260e-02,1.048261261366231212e+00,-3.329259219094831690e-01,2.480000000000021743e+01
2.485000000000000056e-02,1.034063512287223707e+00,-2.849840412508194976e-01,2.485000000000021814e+01
2.490000000000000199e-02,1.022279096094444117e+00,-2.363926064603611710e-01,2.490000000000021885e+01
2.494999999999999996e-02,1.012937455426725419e+00,-1.872730202483903761e-01,2.495000000000021956e+01
2.500000000000000139e-02,1.006061929798540033e+00,-1.377480048790220013e-01,2.500000000000022027e+01
2.505000000000000282e-02,1.001669697287659977e+00,-8.794129555617698213e-02,2.505000000000022098e+01
2.510000000000000078e-02,9.997717316167858970e-01,-3.797733127878811371e-02,2.510000000000022169e+01
2.515000000000000221e-02,1.000372774736375758e+00,1.201905606238286295e-02,2.515000000000022240e+01
2.520000000000000018e-02,1.003471324977173840e+00,6.192295356954414381e-02,2.520000000000022311e+01
2.525000000000000161e-02,1.009059640802039137e+00,1.116096794250638347e-01,2.525000000000022382e+01
2.529999999999999957e-02,1.017123760147698786e+00,1.609550944013204143e-01,2.530000000000022453e+01
2.535000000000000100e-02,1.027643535308105038e+00,2.098359120149253521e-01,2.535000000000022524e+01
2.540000000000000244e-02,1.040592683272238528e+00,2.581300065504167907e-01,2.540000000000022595e+01
2.545000000000000040e-02,1.055938851390595179e+00,3.057167181838459924e-01,2.545000000000022666e+01
2.550000000000000183e-02,1.073643698206289354e+00,3.524771544439239124e-01,2.550000000000022737e+01
2.554999999999999979e-02,1.093662989248826101e+00,3.982944872575460704e-01,2.555000000000022808e+01
2.560000000000000123e-02,1.115946707551203287e+00,4.430542448375453524e-01,2.560000000000022879e+01
2.565000000000000266e-02,1.140439178614227167e+00,4.866445976834096188e-01,2.565000000000022951e+01
2.570000000000000062e-02,1.167079209505822668e+00,5.289566379804083729e-01,2.570000000000023022e+01
2.575000000000000205e-02,1.195800241747809523e+00,5.698846516990675459e-01,2.575000000000023093e+01
2.580000000000000002e-02,1.226530517608165338e+00,6.093263827151681467e-01,2.580000000000023164e+01
2.585000000000000145e-02,1.259193259383304175e+00,6.471832882903814088e-01,2.585000000000023235e+01
2.590000000000000288e-02,1.293706861222444715e+00,6.833607852752376921e-01,2.590000000000023306e+01
2.595000000000000084e-02,1.329985093014808273e+00,7.177684864193063508e-01,2.595000000000023377e+01
2.600000000000000228e-02,1.367937315830245470e+00,7.503204261981800682e-01,2.600000000000023448e+01
2.605000000000000024e-02,1.407468708375026134e+00,7.809352755930483170e-01,2.605000000000023519e+01
2.610000000000000167e-02,1.448480503897008553e+00,8.095365452862474109e-01,2.610000000000023590e+01
2.614999999999999963e-02,1.490870236948292682e+00,8.360527767651149134e-01,2.615000000000023661e+01
2.620000000000000107e-02,1.534531999388837775e+00,8.604177208566866630e-01,2.620000000000023732e+01
2.625000000000000250e-02,1.579356704991434546e+00,8.825705032471798939e-01,2.625000000000023803e+01
2.630000000000000046e-02,1.625232361986931995e+00,9.024557765727208025e-01,2.630000000000023874e+01
2.635000000000000189e-02,1.672044352868783168e+00,9.200238587013279679e-01,2.635000000000023945e+01
2.639999999999999986e-02,1.719675720757833037e+00,9.352308568606625405e-01,2.640000000000024016e+01
2.645000000000000129e-02,1.768007461611885045e+00,9.480387773014196107e-01,2.645000000000024087e+01
2.650000000000000272e-02,1.816918821549979857e+00,9.584156202223730325e-01,2.650000000000024158e+01
2.655000000000000068e-02,1.866287598548536986e+00,9.663354597199100837e-01,2.655000000000024230e+01
2.660000000000000211e-02,1.915990447755592463e+00,9.717785085623068531e-01,2.660000000000024301e+01
2.665000000000000008e-02,1.965903189660322958e+00,9.747311676269090341e-01,2.665000000000024372e+01
2.670000000000000151e-02,2.015901120347913356e+00,9.751860598767031485e-01,2.670000000000024443e+01
2.675000000000000294e-02,2.065859323064615616e+00,9.731420487913899908e-01,2.675000000000024514e+01
2.680000000000000090e-02,2.115652980314572940e+00,9.686042412069103547e-01,2.680000000000024585e+01
2.685000000000000234e-02,2.165157685708654078e+00,9.615839745563297125e-01,2.685000000000024656e+01
2.690000000000000030e-02,2.214249754786161262e+00,9.520987885439593512e-01,2.690000000000024727e+01
2.695000000000000173e-02,2.262806534032847150e+00,9.401723813234841298e-01,2.695000000000024798e+01
2.699999999999999969e-02,2.310706707323173958e+00,9.258345502895836132e-01,2.700000000000024869e+01
2.705000000000000113e-02,2.357830599021188078e+00,9.091211176309745845e-01,2.705000000000024940e+01
2.710000000000000256e-02,2.404060472982734176e+00,8.900738408308765948e-01,2.710000000000025011e+01
2.715000000000000052e-02,2.449280826711969006e+00,8.687403083385090152e-01,2.715000000000025082e+01
2.720000000000000195e-02,2.493378679937238829e+00,8.451738206722788638e-01,2.720000000000025153e+01
2.724999999999999992e-02,2.536243856885338488e+00,8.194332572517144531e-01,2.725000000000025224e+01
2.730000000000000135e-02,2.577769261548902957e+00,7.915829292908584947e-01,2.730000000000025295e+01
2.735000000000000278e-02,2.617851145259190826e+00,7.616924191206562167e-01,2.735000000000025366e+01
2.740000000000000074e-02,2.656389365895751808e+00,7.298364063417827063e-01,2.740000000000025437e+01
2.745000000000000218e-02,2.693287638085352764e+00,6.960944812422551475e-01,2.745000000000025508e+01
2.750000000000000014e-02,2.728453773765059154e+00,6.605509459459948385e-01,2.750000000000025580e+01
2.755000000000000157e-02,2.761799912508438037e+00,6.232946037891574642e-01,2.755000000000025651e+01
2.760000000000000300e-02,2.793242741039428712e+00,5.844185374504609065e-01,2.760000000000025722e+01
2.765000000000000097e-02,2.822703701385436137e+00,5.440198763898393963e-01,2.765000000000025793e+01
2.770000000000000240e-02,2.850109187149593826e+00,5.021995541764636695e-01,2.770000000000025864e+01
2.775000000000000036e-02,2.875390727411816005e+00,4.590620563124284681e-01,2.775000000000025935e+01
2.780000000000000179e-02,2.898485157799180367e+00,4.147151591821536254e-01,2.780000000000026006e+01
2.784999999999999976e-02,2.919334778298227295e+00,3.692696607797184560e-01,2.785000000000026077e+01
2.790000000000000119e-02,2.937887497414892746e+00,3.228391038868905216e-01,2.790000000000026148e+01
2.795000000000000262e-02,2.954096962321901998e+00,2.755394923934706974e-01,2.795000000000026219e+01
2.800000000000000058e-02,2.967922674668456384e+00,2.274890014687118156e-01,2.800000000000026290e+01
2.805000000000000202e-02,2.979330091762872446e+00,1.788076823079286504e-01,2.805000000000026361e+01
2.809999999999999998e-02,2.988290712875369959e+00,1.296171621919726680e-01,2.810000000000026432e+01
2.815000000000000141e-02,2.994782150445393309e+00,8.004034060895365288e-02,2.815000000000026503e+01
2.820000000000000284e-02,2.998788186015552970e+00,3.020108219743006944e-02,2.820000000000026574e+01
2.825000000000000080e-02,3.000298810752444645e+00,-1.977609272176979183e-02,2.825000000000026645e+01
2.830000000000000224e-02,2.999310250453102622e+00,-6.976631925190839023e-02,2.830000000000026716e+01
2.835000000000000020e-02,2.995824974974615085e+00,-1.196446998876012496e-01,2.835000000000026787e+01
2.840000000000000163e-02,2.989851692063336230e+00,-1.692866165635499298e-01,2.840000000000026859e+01
2.845000000000000306e-02,2.981405325599119749e+00,-2.185680420051112349e-01,2.845000000000026930e+01
2.850000000000000103e-02,2.970506978308921742e+00,-2.673658496028121778e-01,2.850000000000027001e+01
2.855000000000000246e-02,2.957183879042936336e+00,-3.155581210366085188e-01,2.855000000000027072e+01
2.860000000000000042e-02,2.941469314744988406e+00,-3.630244508813065263e-01,2.860000000000027143e+01
2.865000000000000185e-02,2.923402547287153208e+00,-4.096462474321099778e-01,2.865000000000027214e+01
2.869999999999999982e-02,2.903028715376382962e+00,-4.553070289986982933e-01,2.870000000000027285e+01
2.875000000000000125e-02,2.880398721778226534e+00,-4.998927149275634307e-01,2.875000000000027356e+01
